 2024-01-25 20:40:44,885 - 'l'
 2024-01-25 20:40:45,060 - 'l'
 2024-01-25 20:40:45,590 - Key.backspace
 2024-01-25 20:40:46,111 - Key.backspace
 2024-01-25 20:40:46,144 - Key.backspace
 2024-01-25 20:40:46,178 - Key.backspace
 2024-01-25 20:40:46,211 - Key.backspace
 2024-01-25 20:40:46,338 - Key.backspace
 2024-01-25 20:40:46,542 - Key.backspace
 2024-01-25 20:40:46,703 - Key.backspace
 2024-01-25 20:40:47,118 - Key.backspace
 2024-01-25 20:40:47,381 - 'l'
 2024-01-25 20:40:47,819 - 'i'
 2024-01-25 20:40:47,974 - 's'
 2024-01-25 20:40:48,085 - 't'
 2024-01-25 20:40:48,237 - Key.space
 2024-01-25 20:40:48,387 - 'a'
 2024-01-25 20:40:48,509 - 'l'
 2024-01-25 20:40:48,676 - 'l'
 2024-01-25 20:40:48,945 - Key.space
 2024-01-25 20:40:50,378 - 'f'
 2024-01-25 20:40:50,492 - 'i'
 2024-01-25 20:40:50,727 - 'l'
 2024-01-25 20:40:50,878 - 'e'
 2024-01-25 20:40:51,103 - 's'
 2024-01-25 20:40:51,328 - Key.space
 2024-01-25 20:40:51,701 - 'c'
 2024-01-25 20:40:51,863 - 'm'
 2024-01-25 20:40:51,975 - 'd'
 2024-01-25 20:40:52,136 - Key.enter
 2024-01-25 20:40:58,116 - 'd'
 2024-01-25 20:40:58,560 - 'i'
 2024-01-25 20:40:58,705 - 'r'
 2024-01-25 20:40:58,857 - Key.enter
 2024-01-25 20:41:23,342 - 'd'
 2024-01-25 20:41:23,634 - 'i'
 2024-01-25 20:41:23,784 - 'r'
 2024-01-25 20:41:23,961 - Key.space
 2024-01-25 20:41:24,138 - '/'
 2024-01-25 20:41:24,572 - Key.shift
 2024-01-25 20:41:25,096 - Key.shift
 2024-01-25 20:41:25,102 - 'H'
 2024-01-25 20:41:26,348 - Key.enter
 2024-01-25 20:41:28,388 - 'd'
 2024-01-25 20:41:28,640 - 'i'
 2024-01-25 20:41:28,794 - 'r'
 2024-01-25 20:41:28,962 - Key.space
 2024-01-25 20:41:29,201 - '/'
 2024-01-25 20:41:29,622 - 'h'
 2024-01-25 20:41:30,713 - Key.enter
 2024-01-25 20:41:41,521 - Key.ctrl_l
 2024-01-25 20:41:41,632 - '\x01'
 2024-01-25 20:41:42,097 - 'w'
 2024-01-25 20:41:42,421 - 'i'
 2024-01-25 20:41:42,532 - 'n'
 2024-01-25 20:41:42,684 - 'd'
 2024-01-25 20:41:42,835 - 'o'
 2024-01-25 20:41:42,909 - 'w'
 2024-01-25 20:41:43,078 - 's'
 2024-01-25 20:41:43,189 - Key.space
 2024-01-25 20:41:43,345 - 's'
 2024-01-25 20:41:43,459 - 'h'
 2024-01-25 20:41:43,578 - 'o'
 2024-01-25 20:41:43,730 - 'w'
 2024-01-25 20:41:43,887 - Key.space
 2024-01-25 20:41:44,288 - 'd'
 2024-01-25 20:41:44,564 - Key.backspace
 2024-01-25 20:41:44,789 - 'h'
 2024-01-25 20:41:44,903 - 'i'
 2024-01-25 20:41:45,016 - 'd'
 2024-01-25 20:41:45,161 - 'd'
 2024-01-25 20:41:45,275 - 'e'
 2024-01-25 20:41:45,425 - 'n'
 2024-01-25 20:41:45,629 - Key.space
 2024-01-25 20:41:45,765 - 'f'
 2024-01-25 20:41:45,877 - 'i'
 2024-01-25 20:41:46,055 - 'l'
 2024-01-25 20:41:46,129 - 'e'
 2024-01-25 20:41:46,327 - 's'
 2024-01-25 20:41:46,447 - Key.enter
 2024-01-25 20:41:51,079 - Key.space
 2024-01-25 20:41:51,276 - 'c'
 2024-01-25 20:41:51,872 - 'm'
 2024-01-25 20:41:52,024 - 'd'
 2024-01-25 20:41:52,136 - Key.enter
 2024-01-25 20:41:56,068 - 'd'
 2024-01-25 20:41:56,314 - 'i'
 2024-01-25 20:41:56,464 - 'r'
 2024-01-25 20:41:56,729 - Key.space
 2024-01-25 20:41:56,888 - '/'
 2024-01-25 20:41:57,110 - 'a'
 2024-01-25 20:41:57,555 - Key.shift
 2024-01-25 20:41:57,630 - ':'
 2024-01-25 20:41:58,188 - 'h'
 2024-01-25 20:41:59,020 - Key.enter
 2024-01-25 20:42:07,242 - Key.up
 2024-01-25 20:42:07,720 - Key.backspace
 2024-01-25 20:42:07,939 - Key.backspace
 2024-01-25 20:42:08,626 - Key.shift
 2024-01-25 20:42:08,740 - ':'
 2024-01-25 20:42:09,048 - 'd'
 2024-01-25 20:42:09,405 - Key.enter
 2024-01-25 20:42:24,059 - 'd'
 2024-01-25 20:42:24,989 - 'i'
 2024-01-25 20:42:25,103 - 'r'
 2024-01-25 20:42:25,286 - Key.space
 2024-01-25 20:42:25,859 - '/'
 2024-01-25 20:42:26,332 - Key.backspace
 2024-01-25 20:42:26,598 - '\\'
 2024-01-25 20:42:27,114 - Key.backspace
 2024-01-25 20:42:27,328 - '/'
 2024-01-25 20:42:27,850 - 'a'
 2024-01-25 20:42:28,100 - Key.shift
 2024-01-25 20:42:28,289 - ':'
 2024-01-25 20:42:28,753 - 'h'
 2024-01-25 20:42:29,054 - 'd'
 2024-01-25 20:42:29,437 - Key.space
 2024-01-25 20:42:30,124 - Key.ctrl_l
 2024-01-25 20:42:30,387 - '\x16'
 2024-01-25 20:42:31,086 - Key.enter
 2024-01-25 20:42:32,408 - Key.up
 2024-01-25 20:42:33,006 - Key.backspace
 2024-01-25 20:42:33,290 - Key.enter
 2024-01-25 20:42:56,878 - Key.cmd
 2024-01-25 20:42:57,670 - 'p'
 2024-01-25 20:42:58,088 - 'o'
 2024-01-25 20:42:58,385 - 'w'
 2024-01-25 20:42:58,944 - 'e'
 2024-01-25 20:42:59,269 - 's'
 2024-01-25 20:42:59,931 - Key.enter
 2024-01-25 20:43:01,873 - 'c'
 2024-01-25 20:43:02,069 - 'd'
 2024-01-25 20:43:02,305 - Key.space
 2024-01-25 20:43:03,762 - Key.enter
 2024-01-25 20:43:05,316 - 'c'
 2024-01-25 20:43:05,426 - 'd'
 2024-01-25 20:43:05,692 - Key.shift
 2024-01-25 20:43:05,993 - Key.space
 2024-01-25 20:43:06,331 - 'D'
 2024-01-25 20:43:06,522 - ':'
 2024-01-25 20:43:06,981 - '\\'
 2024-01-25 20:43:07,739 - Key.enter
 2024-01-25 20:43:09,228 - 'c'
 2024-01-25 20:43:09,405 - 'd'
 2024-01-25 20:43:09,612 - Key.space
 2024-01-25 20:43:10,952 - Key.enter
 2024-01-25 20:43:12,177 - Key.up
 2024-01-25 20:43:12,474 - Key.backspace
 2024-01-25 20:43:12,732 - Key.enter
 2024-01-25 20:43:15,356 - 'd'
 2024-01-25 20:43:15,503 - 'i'
 2024-01-25 20:43:15,627 - 'r'
 2024-01-25 20:43:15,828 - Key.enter
 2024-01-25 20:43:16,829 - 'd'
 2024-01-25 20:43:17,025 - 'i'
 2024-01-25 20:43:17,161 - 'r'
 2024-01-25 20:43:17,365 - Key.space
 2024-01-25 20:43:17,550 - '-'
 2024-01-25 20:43:18,261 - Key.backspace
 2024-01-25 20:43:18,864 - '/'
 2024-01-25 20:43:19,432 - 'a'
 2024-01-25 20:43:19,641 - Key.shift
 2024-01-25 20:43:19,752 - ':'
 2024-01-25 20:43:20,170 - 'h'
 2024-01-25 20:43:23,161 - Key.enter
 2024-01-25 20:43:24,826 - <96>
 2024-01-25 20:43:26,751 - Key.up
 2024-01-25 20:43:27,512 - Key.space
 2024-01-25 20:43:42,036 - 'd'
 2024-01-25 20:43:42,186 - 'i'
 2024-01-25 20:43:42,301 - 'r'
 2024-01-25 20:43:42,615 - '/'
 2024-01-25 20:43:42,726 - 'a'
 2024-01-25 20:43:42,903 - Key.enter
 2024-01-25 20:43:54,012 - 'd'
 2024-01-25 20:43:54,298 - 'i'
 2024-01-25 20:43:54,411 - 'r'
 2024-01-25 20:43:54,835 - Key.space
 2024-01-25 20:43:54,998 - '/'
 2024-01-25 20:43:55,387 - 'a'
 2024-01-25 20:43:56,020 - 'd'
 2024-01-25 20:43:56,363 - 'b'
 2024-01-25 20:43:57,616 - Key.backspace
 2024-01-25 20:43:58,319 - 'h'
 2024-01-25 20:43:58,559 - Key.enter
 2024-01-25 20:44:05,722 - 'd'
 2024-01-25 20:44:05,873 - 'i'
 2024-01-25 20:44:05,987 - 'r'
 2024-01-25 20:44:06,315 - Key.space
 2024-01-25 20:44:06,480 - '/'
 2024-01-25 20:44:06,668 - Key.space
 2024-01-25 20:44:06,745 - 'a'
 2024-01-25 20:44:07,463 - Key.backspace
 2024-01-25 20:44:07,755 - Key.backspace
 2024-01-25 20:44:07,937 - 'a'
 2024-01-25 20:44:08,558 - Key.space
 2024-01-25 20:44:08,920 - Key.shift
 2024-01-25 20:44:09,296 - 'D'
 2024-01-25 20:44:09,750 - ';'
 2024-01-25 20:44:10,036 - Key.shift
 2024-01-25 20:44:10,112 - Key.backspace
 2024-01-25 20:44:10,339 - ':'
 2024-01-25 20:44:11,122 - '\\'
 2024-01-25 20:44:11,571 - Key.shift
 2024-01-25 20:44:12,022 - 'P'
 2024-01-25 20:44:12,465 - 'y'
 2024-01-25 20:44:12,689 - 't'
 2024-01-25 20:44:12,877 - 'h'
 2024-01-25 20:44:13,010 - 'o'
 2024-01-25 20:44:13,161 - 'n'
 2024-01-25 20:44:13,372 - Key.shift
 2024-01-25 20:44:13,558 - '}'
 2024-01-25 20:44:14,222 - Key.shift
 2024-01-25 20:44:14,258 - Key.backspace
 2024-01-25 20:44:14,446 - '|'
 2024-01-25 20:44:15,032 - Key.shift
 2024-01-25 20:44:15,258 - Key.backspace
 2024-01-25 20:44:16,125 - '|'
 2024-01-25 20:44:16,552 - Key.shift
 2024-01-25 20:44:16,665 - 'K'
 2024-01-25 20:44:16,929 - 'e'
 2024-01-25 20:44:17,080 - 'y'
 2024-01-25 20:44:17,317 - 'l'
 2024-01-25 20:44:17,629 - 'o'
 2024-01-25 20:44:17,941 - 'g'
 2024-01-25 20:44:18,129 - 'g'
 2024-01-25 20:44:18,307 - 'e'
 2024-01-25 20:44:18,382 - 'r'
 2024-01-25 20:44:18,776 - Key.enter
 2024-01-25 20:44:21,999 - Key.up
 2024-01-25 20:44:22,406 - Key.left
 2024-01-25 20:44:22,621 - Key.left
 2024-01-25 20:44:22,801 - Key.left
 2024-01-25 20:44:23,005 - Key.left
 2024-01-25 20:44:23,178 - Key.left
 2024-01-25 20:44:23,362 - Key.left
 2024-01-25 20:44:23,544 - Key.left
 2024-01-25 20:44:23,735 - Key.left
 2024-01-25 20:44:23,890 - Key.left
 2024-01-25 20:44:24,764 - Key.backspace
 2024-01-25 20:44:24,996 - '\\'
 2024-01-25 20:44:25,728 - Key.enter
 2024-01-25 20:44:34,187 - Key.up
 2024-01-25 20:44:34,381 - Key.left
 2024-01-25 20:44:34,901 - Key.left
 2024-01-25 20:44:34,934 - Key.left
 2024-01-25 20:44:34,967 - Key.left
 2024-01-25 20:44:34,983 - Key.left
 2024-01-25 20:44:35,016 - Key.left
 2024-01-25 20:44:35,067 - Key.left
 2024-01-25 20:44:35,100 - Key.left
 2024-01-25 20:44:35,125 - Key.left
 2024-01-25 20:44:35,168 - Key.left
 2024-01-25 20:44:35,202 - Key.left
 2024-01-25 20:44:35,216 - Key.left
 2024-01-25 20:44:35,253 - Key.left
 2024-01-25 20:44:35,291 - Key.left
 2024-01-25 20:44:35,317 - Key.left
 2024-01-25 20:44:35,360 - Key.left
 2024-01-25 20:44:35,400 - Key.left
 2024-01-25 20:44:35,436 - Key.left
 2024-01-25 20:44:35,470 - Key.left
 2024-01-25 20:44:35,485 - Key.left
 2024-01-25 20:44:35,689 - Key.left
 2024-01-25 20:44:36,192 - Key.left
 2024-01-25 20:44:36,235 - Key.left
 2024-01-25 20:44:36,268 - Key.left
 2024-01-25 20:44:36,312 - Key.left
 2024-01-25 20:44:36,540 - Key.right
 2024-01-25 20:44:36,748 - Key.right
 2024-01-25 20:44:36,916 - Key.right
 2024-01-25 20:44:37,080 - Key.right
 2024-01-25 20:44:37,708 - Key.backspace
 2024-01-25 20:44:37,936 - '\\'
 2024-01-25 20:44:38,189 - Key.enter
 2024-01-25 20:44:40,413 - Key.up
 2024-01-25 20:44:40,564 - Key.left
 2024-01-25 20:44:41,078 - Key.left
 2024-01-25 20:44:41,120 - Key.left
 2024-01-25 20:44:41,145 - Key.left
 2024-01-25 20:44:41,196 - Key.left
 2024-01-25 20:44:41,211 - Key.left
 2024-01-25 20:44:41,244 - Key.left
 2024-01-25 20:44:41,277 - Key.left
 2024-01-25 20:44:41,312 - Key.left
 2024-01-25 20:44:41,362 - Key.left
 2024-01-25 20:44:41,388 - Key.left
 2024-01-25 20:44:41,420 - Key.left
 2024-01-25 20:44:41,464 - Key.left
 2024-01-25 20:44:41,478 - Key.left
 2024-01-25 20:44:41,512 - Key.left
 2024-01-25 20:44:41,546 - Key.left
 2024-01-25 20:44:41,597 - Key.left
 2024-01-25 20:44:41,622 - Key.left
 2024-01-25 20:44:41,647 - Key.left
 2024-01-25 20:44:41,699 - Key.left
 2024-01-25 20:44:41,732 - Key.left
 2024-01-25 20:44:41,747 - Key.left
 2024-01-25 20:44:41,781 - Key.left
 2024-01-25 20:44:41,813 - Key.left
 2024-01-25 20:44:42,034 - Key.right
 2024-01-25 20:44:42,248 - Key.right
 2024-01-25 20:44:42,400 - Key.right
 2024-01-25 20:44:42,935 - '\\'
 2024-01-25 20:44:43,235 - Key.backspace
 2024-01-25 20:44:43,416 - Key.backspace
 2024-01-25 20:44:44,133 - '-'
 2024-01-25 20:44:44,467 - Key.enter
 2024-01-25 20:45:11,941 - 'd'
 2024-01-25 20:45:12,446 - 'i'
 2024-01-25 20:45:12,606 - 'r'
 2024-01-25 20:45:12,892 - Key.space
 2024-01-25 20:45:17,243 - 'd'
 2024-01-25 20:45:17,449 - Key.shift
 2024-01-25 20:45:17,971 - Key.shift
 2024-01-25 20:45:18,004 - Key.shift
 2024-01-25 20:45:18,037 - Key.shift
 2024-01-25 20:45:18,071 - Key.shift
 2024-01-25 20:45:18,104 - Key.shift
 2024-01-25 20:45:18,139 - Key.shift
 2024-01-25 20:45:18,171 - Key.shift
 2024-01-25 20:45:18,205 - Key.shift
 2024-01-25 20:45:18,238 - Key.shift
 2024-01-25 20:45:18,241 - ':'
 2024-01-25 20:45:18,885 - '/'
 2024-01-25 20:45:19,540 - Key.backspace
 2024-01-25 20:45:20,190 - '/'
 2024-01-25 20:45:20,496 - Key.backspace
 2024-01-25 20:45:20,731 - '\\'
 2024-01-25 20:45:21,380 - 'p'
 2024-01-25 20:45:21,576 - 'y'
 2024-01-25 20:45:21,765 - 't'
 2024-01-25 20:45:21,803 - 'h'
 2024-01-25 20:45:22,526 - Key.backspace
 2024-01-25 20:45:22,895 - 'h'
 2024-01-25 20:45:23,102 - 'o'
 2024-01-25 20:45:23,251 - 'n'
 2024-01-25 20:45:23,719 - '\\'
 2024-01-25 20:45:26,766 - 'l'
 2024-01-25 20:45:26,914 - 'e'
 2024-01-25 20:45:27,065 - 'y'
 2024-01-25 20:45:27,408 - Key.backspace
 2024-01-25 20:45:27,601 - Key.backspace
 2024-01-25 20:45:27,763 - Key.backspace
 2024-01-25 20:45:28,305 - 'k'
 2024-01-25 20:45:28,456 - 'e'
 2024-01-25 20:45:28,493 - 'y'
 2024-01-25 20:45:28,645 - 'l'
 2024-01-25 20:45:28,844 - 'o'
 2024-01-25 20:45:29,033 - 'g'
 2024-01-25 20:45:29,205 - 'g'
 2024-01-25 20:45:29,321 - 'e'
 2024-01-25 20:45:29,468 - 'r'
 2024-01-25 20:45:29,774 - Key.space
 2024-01-25 20:45:31,024 - '\\'
 2024-01-25 20:45:31,402 - Key.backspace
 2024-01-25 20:45:31,671 - '/'
 2024-01-25 20:45:32,357 - 'a'
 2024-01-25 20:45:32,631 - Key.shift
 2024-01-25 20:45:32,742 - ':'
 2024-01-25 20:45:33,297 - 'h'
 2024-01-25 20:45:33,879 - Key.enter
 2024-01-25 20:45:46,875 - Key.up
 2024-01-25 20:45:47,834 - Key.left
 2024-01-25 20:45:48,355 - Key.left
 2024-01-25 20:45:48,388 - Key.left
 2024-01-25 20:45:48,438 - Key.left
 2024-01-25 20:45:48,464 - Key.left
 2024-01-25 20:45:48,497 - Key.left
 2024-01-25 20:45:48,521 - Key.left
 2024-01-25 20:45:48,574 - Key.left
 2024-01-25 20:45:48,588 - Key.left
 2024-01-25 20:45:48,622 - Key.left
 2024-01-25 20:45:48,656 - Key.left
 2024-01-25 20:45:48,688 - Key.left
 2024-01-25 20:45:48,732 - Key.left
 2024-01-25 20:45:48,765 - Key.left
 2024-01-25 20:45:48,934 - Key.right
 2024-01-25 20:45:49,464 - Key.right
 2024-01-25 20:45:49,508 - Key.right
 2024-01-25 20:45:49,541 - Key.right
 2024-01-25 20:45:49,574 - Key.right
 2024-01-25 20:45:49,589 - Key.right
 2024-01-25 20:45:49,622 - Key.right
 2024-01-25 20:45:49,657 - Key.right
 2024-01-25 20:45:49,829 - Key.right
 2024-01-25 20:45:50,580 - Key.backspace
 2024-01-25 20:45:50,815 - Key.backspace
 2024-01-25 20:45:51,336 - Key.backspace
 2024-01-25 20:45:51,369 - Key.backspace
 2024-01-25 20:45:51,404 - Key.backspace
 2024-01-25 20:45:51,612 - Key.backspace
 2024-01-25 20:45:52,133 - Key.backspace
 2024-01-25 20:45:52,166 - Key.backspace
 2024-01-25 20:45:52,200 - Key.backspace
 2024-01-25 20:45:52,233 - Key.backspace
 2024-01-25 20:45:52,268 - Key.backspace
 2024-01-25 20:45:52,300 - Key.backspace
 2024-01-25 20:45:52,334 - Key.backspace
 2024-01-25 20:45:52,367 - Key.backspace
 2024-01-25 20:45:52,400 - Key.backspace
 2024-01-25 20:45:52,434 - Key.backspace
 2024-01-25 20:45:52,606 - Key.backspace
 2024-01-25 20:45:52,919 - Key.backspace
 2024-01-25 20:45:54,721 - Key.shift_r
 2024-01-25 20:45:54,948 - ':'
 2024-01-25 20:45:58,937 - Key.enter
